thickness,RE,Umach,AOA,Cl,Cdt,Cdp,Cdf,Cm
9,4.00E+05,0.4,4,0.463186082,1.24E-02,3.79E-03,8.57E-03,-4.20E-03
9,4.00E+05,0.4,5,0.575921381,1.33E-02,5.09E-03,8.21E-03,-5.93E-03
9,4.00E+05,0.4,5.5,0.631182932,1.39E-02,5.94E-03,7.97E-03,-6.99E-03
9,4.00E+05,0.4,6,0.685282036,1.47E-02,6.99E-03,7.69E-03,-8.23E-03
9,4.00E+05,0.4,6.5,0.737568986,1.57E-02,8.33E-03,7.34E-03,-9.69E-03
9,4.00E+05,0.4,7,0.786693512,1.70E-02,1.02E-02,6.89E-03,-1.15E-02
9,4.00E+05,0.4,7.5,0.829627724,1.92E-02,1.29E-02,6.26E-03,-1.37E-02
9,4.00E+05,0.4,8,0.85914043,2.29E-02,1.76E-02,5.36E-03,-1.64E-02
9,4.00E+05,0.4,8.5,0.863572269,3.01E-02,2.59E-02,4.20E-03,-1.86E-02
9,4.00E+05,0.4,9,0.8499411,9.71E-02,9.46E-02,2.52E-03,3.46E-02
9,4.00E+05,0.4,9.5,0.627371344,6.26E-02,5.86E-02,3.92E-03,1.11E-02
9,4.00E+05,0.4,10,0.623169842,7.33E-02,6.95E-02,3.82E-03,1.83E-02
9,4.00E+05,0.45,0,3.63E-10,1.10E-02,1.90E-03,9.11E-03,1.18E-10
9,4.00E+05,0.45,1,0.119697108,1.11E-02,2.01E-03,9.07E-03,-9.26E-04
9,4.00E+05,0.45,2,0.23909546,1.13E-02,2.38E-03,8.96E-03,-1.96E-03
9,4.00E+05,0.45,3,0.357852143,1.18E-02,3.02E-03,8.77E-03,-3.22E-03
9,4.00E+05,0.45,4,0.475441882,1.25E-02,3.99E-03,8.48E-03,-4.85E-03
9,4.00E+05,0.45,5,0.590895102,1.35E-02,5.43E-03,8.07E-03,-7.02E-03
9,4.00E+05,0.45,5.5,0.647095353,1.42E-02,6.44E-03,7.79E-03,-8.42E-03
9,4.00E+05,0.45,6,0.701291404,1.52E-02,7.78E-03,7.43E-03,-1.01E-02
9,4.00E+05,0.45,6.5,0.750972708,1.68E-02,9.84E-03,6.91E-03,-1.23E-02
9,4.00E+05,0.45,7,0.790148989,1.96E-02,1.35E-02,6.11E-03,-1.52E-02
9,4.00E+05,0.45,7.5,0.813255651,2.43E-02,1.93E-02,5.09E-03,-1.83E-02
9,4.00E+05,0.45,8,0.81339028,3.18E-02,2.78E-02,4.06E-03,-2.00E-02
9,4.00E+05,0.45,8.5,0.737492704,3.70E-02,3.30E-02,4.07E-03,-1.59E-02
9,4.00E+05,0.45,9,0.826314884,4.95E-02,4.62E-02,3.27E-03,-1.85E-02
9,4.00E+05,0.45,9.5,0.860299373,0.118944463,0.116406392,2.54E-03,5.51E-02
9,4.00E+05,0.45,10,0.742472138,0.11962092,0.116930332,2.69E-03,5.53E-02
9,4.00E+05,0.5,0,4.61E-11,1.10E-02,1.98E-03,9.05E-03,1.25E-11
9,4.00E+05,0.5,1,0.123502465,1.11E-02,2.10E-03,9.01E-03,-1.04E-03
9,4.00E+05,0.5,2,0.246725894,1.14E-02,2.49E-03,8.90E-03,-2.23E-03
9,4.00E+05,0.5,3,0.369328827,1.19E-02,3.18E-03,8.69E-03,-3.75E-03
9,4.00E+05,0.5,4,0.490701739,1.26E-02,4.25E-03,8.38E-03,-5.79E-03
9,4.00E+05,0.5,5,0.609233864,1.38E-02,5.96E-03,7.89E-03,-8.72E-03
9,4.00E+05,0.5,5.5,0.665251083,1.49E-02,7.39E-03,7.50E-03,-1.08E-02
9,4.00E+05,0.5,6,0.714066854,1.68E-02,9.94E-03,6.88E-03,-1.36E-02
9,4.00E+05,0.5,6.5,0.751011037,2.02E-02,1.42E-02,5.98E-03,-1.71E-02
9,4.00E+05,0.5,7,0.771927462,2.54E-02,2.05E-02,4.96E-03,-2.03E-02
9,4.00E+05,0.5,7.5,0.773895664,3.31E-02,2.91E-02,4.03E-03,-2.11E-02
9,4.00E+05,0.5,8,0.773993868,4.50E-02,4.16E-02,3.34E-03,-1.62E-02
9,4.00E+05,0.5,8.5,0.5304372,6.67E-02,6.33E-02,3.38E-03,1.68E-02
9,4.00E+05,0.5,9,0.721385051,5.79E-02,5.44E-02,3.51E-03,-5.35E-03
9,4.00E+05,0.5,9.5,0.626249142,0.100896666,9.80E-02,2.89E-03,3.98E-02
9,4.00E+05,0.5,10,0.597165577,9.22E-02,8.87E-02,3.44E-03,2.86E-02
9,4.00E+05,0.55,0,5.09E-11,1.11E-02,2.08E-03,8.99E-03,1.33E-11
9,4.00E+05,0.55,1,0.128267029,1.12E-02,2.22E-03,8.95E-03,-1.20E-03
9,4.00E+05,0.55,2,0.256303897,1.15E-02,2.64E-03,8.82E-03,-2.62E-03
9,4.00E+05,0.55,3,0.383795421,1.20E-02,3.40E-03,8.60E-03,-4.52E-03
9,4.00E+05,0.55,4,0.509945429,1.29E-02,4.63E-03,8.24E-03,-7.27E-03
9,4.00E+05,0.55,5,0.628980575,1.48E-02,7.23E-03,7.54E-03,-1.19E-02
9,4.00E+05,0.55,5.5,0.678330408,1.70E-02,1.01E-02,6.90E-03,-1.56E-02
9,4.00E+05,0.55,6,0.717330124,2.05E-02,1.44E-02,6.07E-03,-1.96E-02
9,4.00E+05,0.55,6.5,0.739772598,2.58E-02,2.07E-02,5.07E-03,-2.29E-02
9,4.00E+05,0.55,7,0.740887725,3.35E-02,2.93E-02,4.16E-03,-2.29E-02
9,4.00E+05,0.55,7.5,0.716476396,4.43E-02,4.08E-02,3.51E-03,-1.54E-02
9,4.00E+05,0.55,8,0.744788441,5.69E-02,5.36E-02,3.26E-03,-8.59E-03
9,4.00E+05,0.55,8.5,0.621842263,6.04E-02,5.67E-02,3.73E-03,2.00E-03
9,4.00E+05,0.55,9,0.554178285,8.38E-02,8.05E-02,3.27E-03,2.58E-02
9,4.00E+05,0.55,9.5,0.594520174,8.99E-02,8.64E-02,3.47E-03,2.62E-02
9,4.00E+05,0.55,10,0.566841004,0.101740542,9.81E-02,3.63E-03,3.38E-02
9,4.00E+05,0.6,0,5.76E-11,1.11E-02,2.21E-03,8.93E-03,1.43E-11
9,4.00E+05,0.6,1,0.134351311,1.12E-02,2.36E-03,8.88E-03,-1.42E-03
9,4.00E+05,0.6,2,0.268597419,1.16E-02,2.83E-03,8.74E-03,-3.18E-03
9,4.00E+05,0.6,3,0.40249973,1.22E-02,3.70E-03,8.48E-03,-5.74E-03
9,4.00E+05,0.6,4,0.534124018,1.34E-02,5.32E-03,8.03E-03,-1.01E-02
9,4.00E+05,0.6,5,0.649780946,1.75E-02,1.04E-02,7.06E-03,-1.80E-02
9,4.00E+05,0.6,5.5,0.696309741,2.14E-02,1.51E-02,6.32E-03,-2.24E-02
9,4.00E+05,0.6,6,0.724877142,2.68E-02,2.14E-02,5.41E-03,-2.60E-02
9,4.00E+05,0.6,6.5,0.724647811,3.43E-02,2.98E-02,4.47E-03,-2.57E-02
9,4.00E+05,0.6,7,0.695405501,4.44E-02,4.06E-02,3.80E-03,-1.73E-02
9,4.00E+05,0.6,7.5,0.656759503,5.56E-02,5.20E-02,3.51E-03,-4.86E-03
9,4.00E+05,0.6,8,0.626065608,6.68E-02,6.33E-02,3.45E-03,6.84E-03
9,4.00E+05,0.6,8.5,0.598806555,7.74E-02,7.39E-02,3.49E-03,1.65E-02
9,4.00E+05,0.6,9,0.576194045,8.77E-02,8.41E-02,3.57E-03,2.43E-02
9,4.00E+05,0.6,9.5,0.560496505,9.80E-02,9.44E-02,3.66E-03,3.09E-02
9,4.00E+05,0.6,10,0.549330378,0.108552317,0.104782695,3.77E-03,3.67E-02
9,5.00E+05,0.05,0,4.30E-11,1.05E-02,1.52E-03,9.01E-03,1.15E-11
9,5.00E+05,0.05,1,0.107529129,1.06E-02,1.61E-03,8.99E-03,-5.68E-04
9,5.00E+05,0.05,2,0.214788482,1.08E-02,1.89E-03,8.91E-03,-1.16E-03
9,5.00E+05,0.05,3,0.321512959,1.11E-02,2.35E-03,8.78E-03,-1.80E-03
9,5.00E+05,0.05,4,0.427373609,1.16E-02,3.03E-03,8.60E-03,-2.53E-03
9,5.00E+05,0.05,5,0.532005806,1.23E-02,3.96E-03,8.37E-03,-3.35E-03
9,5.00E+05,0.05,5.5,0.583713506,1.27E-02,4.52E-03,8.22E-03,-3.82E-03
9,5.00E+05,0.05,6,0.634922337,1.32E-02,5.17E-03,8.07E-03,-4.33E-03
9,5.00E+05,0.05,6.5,0.685540225,1.38E-02,5.90E-03,7.89E-03,-4.88E-03
9,5.00E+05,0.05,7,0.735474856,1.44E-02,6.73E-03,7.69E-03,-5.48E-03
9,5.00E+05,0.05,7.5,0.784633066,1.51E-02,7.66E-03,7.48E-03,-6.14E-03
9,5.00E+05,0.05,8,0.832848956,1.60E-02,8.72E-03,7.24E-03,-6.86E-03
9,5.00E+05,0.05,8.5,0.879972002,1.69E-02,9.91E-03,6.99E-03,-7.65E-03
9,5.00E+05,0.05,9,0.925769494,1.80E-02,1.13E-02,6.71E-03,-8.51E-03
9,5.00E+05,0.05,9.5,0.969910205,1.92E-02,1.28E-02,6.40E-03,-9.44E-03
9,5.00E+05,0.05,10,1.012218212,2.06E-02,1.46E-02,6.07E-03,-1.05E-02
9,5.00E+05,0.1,0,4.20E-11,1.05E-02,1.53E-03,9.01E-03,1.16E-11
9,5.00E+05,0.1,1,0.107920726,1.06E-02,1.62E-03,8.98E-03,-5.77E-04
9,5.00E+05,0.1,2,0.215570289,1.08E-02,1.90E-03,8.90E-03,-1.18E-03
9,5.00E+05,0.1,3,0.322681267,1.11E-02,2.37E-03,8.77E-03,-1.84E-03
9,5.00E+05,0.1,4,0.4289207,1.16E-02,3.05E-03,8.59E-03,-2.58E-03
9,5.00E+05,0.1,5,0.533915743,1.23E-02,3.99E-03,8.35E-03,-3.43E-03
9,5.00E+05,0.1,5.5,0.585795789,1.28E-02,4.56E-03,8.21E-03,-3.91E-03
9,5.00E+05,0.1,6,0.637165719,1.33E-02,5.21E-03,8.05E-03,-4.44E-03
9,5.00E+05,0.1,6.5,0.6879319,1.38E-02,5.96E-03,7.87E-03,-5.01E-03
9,5.00E+05,0.1,7,0.737991952,1.45E-02,6.80E-03,7.67E-03,-5.64E-03
9,5.00E+05,0.1,7.5,0.787254899,1.52E-02,7.75E-03,7.45E-03,-6.33E-03
9,5.00E+05,0.1,8,0.835534535,1.60E-02,8.83E-03,7.21E-03,-7.08E-03
9,5.00E+05,0.1,8.5,0.882670952,1.70E-02,1.01E-02,6.94E-03,-7.90E-03
9,5.00E+05,0.1,9,0.92841492,1.81E-02,1.14E-02,6.65E-03,-8.80E-03
9,5.00E+05,0.1,9.5,0.972391548,1.94E-02,1.30E-02,6.34E-03,-9.79E-03
9,5.00E+05,0.1,10,1.01438537,2.09E-02,1.49E-02,6.00E-03,-1.09E-02
9,5.00E+05,0.15,0,3.43E-11,1.05E-02,1.55E-03,8.99E-03,1.01E-11
9,5.00E+05,0.15,1,0.10858474,1.06E-02,1.64E-03,8.97E-03,-5.92E-04
9,5.00E+05,0.15,2,0.216895926,1.08E-02,1.91E-03,8.89E-03,-1.21E-03
9,5.00E+05,0.15,3,0.324662398,1.12E-02,2.39E-03,8.76E-03,-1.89E-03
9,5.00E+05,0.15,4,0.431543461,1.17E-02,3.09E-03,8.57E-03,-2.67E-03
9,5.00E+05,0.15,5,0.537154566,1.24E-02,4.04E-03,8.33E-03,-3.57E-03
9,5.00E+05,0.15,5.5,0.589326381,1.28E-02,4.62E-03,8.18E-03,-4.08E-03
9,5.00E+05,0.15,6,0.640967172,1.33E-02,5.29E-03,8.01E-03,-4.63E-03
9,5.00E+05,0.15,6.5,0.69198257,1.39E-02,6.05E-03,7.83E-03,-5.24E-03
9,5.00E+05,0.15,7,0.742247136,1.45E-02,6.92E-03,7.62E-03,-5.91E-03
9,5.00E+05,0.15,7.5,0.791675524,1.53E-02,7.91E-03,7.39E-03,-6.65E-03
9,5.00E+05,0.15,8,0.840049947,1.62E-02,9.03E-03,7.14E-03,-7.46E-03
9,5.00E+05,0.15,8.5,0.88717581,1.72E-02,1.03E-02,6.86E-03,-8.36E-03
9,5.00E+05,0.15,9,0.932768912,1.83E-02,1.18E-02,6.56E-03,-9.33E-03
9,5.00E+05,0.15,9.5,0.976384202,1.97E-02,1.35E-02,6.22E-03,-1.04E-02
9,5.00E+05,0.15,10,1.017694299,2.13E-02,1.54E-02,5.85E-03,-1.16E-02
9,5.00E+05,0.2,0,3.68E-11,1.05E-02,1.57E-03,8.98E-03,1.06E-11
9,5.00E+05,0.2,1,0.109538925,1.06E-02,1.66E-03,8.95E-03,-6.15E-04
9,5.00E+05,0.2,2,0.218800887,1.08E-02,1.94E-03,8.87E-03,-1.26E-03
9,5.00E+05,0.2,3,0.327509106,1.12E-02,2.43E-03,8.73E-03,-1.98E-03
9,5.00E+05,0.2,4,0.435313513,1.17E-02,3.14E-03,8.54E-03,-2.80E-03
9,5.00E+05,0.2,5,0.541809519,1.24E-02,4.11E-03,8.29E-03,-3.77E-03
9,5.00E+05,0.2,5.5,0.594399296,1.29E-02,4.72E-03,8.14E-03,-4.32E-03
9,5.00E+05,0.2,6,0.646426898,1.34E-02,5.41E-03,7.96E-03,-4.93E-03
9,5.00E+05,0.2,6.5,0.697789403,1.40E-02,6.20E-03,7.77E-03,-5.60E-03
9,5.00E+05,0.2,7,0.748345026,1.47E-02,7.11E-03,7.55E-03,-6.34E-03
9,5.00E+05,0.2,7.5,0.797968548,1.54E-02,8.14E-03,7.31E-03,-7.15E-03
9,5.00E+05,0.2,8,0.846429982,1.64E-02,9.33E-03,7.04E-03,-8.06E-03
9,5.00E+05,0.2,8.5,0.893447106,1.74E-02,1.07E-02,6.74E-03,-9.06E-03
9,5.00E+05,0.2,9,0.938642582,1.87E-02,1.23E-02,6.40E-03,-1.02E-02
9,5.00E+05,0.2,9.5,0.981448782,2.02E-02,1.42E-02,6.03E-03,-1.14E-02
9,5.00E+05,0.2,10,1.021259056,2.21E-02,1.64E-02,5.62E-03,-1.27E-02
9,5.00E+05,0.25,0,4.11E-11,1.05E-02,1.59E-03,8.95E-03,1.13E-11
9,5.00E+05,0.25,1,0.110809491,1.06E-02,1.69E-03,8.93E-03,-6.45E-04
9,5.00E+05,0.25,2,0.221337717,1.08E-02,1.98E-03,8.84E-03,-1.33E-03
9,5.00E+05,0.25,3,0.331301642,1.12E-02,2.48E-03,8.70E-03,-2.09E-03
9,5.00E+05,0.25,4,0.440338782,1.17E-02,3.21E-03,8.51E-03,-2.99E-03
9,5.00E+05,0.25,5,0.548015552,1.25E-02,4.22E-03,8.24E-03,-4.05E-03
9,5.00E+05,0.25,5.5,0.60115341,1.29E-02,4.84E-03,8.08E-03,-4.66E-03
9,5.00E+05,0.25,6,0.653691415,1.35E-02,5.57E-03,7.89E-03,-5.34E-03
9,5.00E+05,0.25,6.5,0.705496035,1.41E-02,6.40E-03,7.69E-03,-6.10E-03
9,5.00E+05,0.25,7,0.756412911,1.48E-02,7.37E-03,7.45E-03,-6.94E-03
9,5.00E+05,0.25,7.5,0.806218634,1.57E-02,8.49E-03,7.19E-03,-7.88E-03
9,5.00E+05,0.25,8,0.854642522,1.67E-02,9.79E-03,6.89E-03,-8.93E-03
9,5.00E+05,0.25,8.5,0.901258168,1.79E-02,1.13E-02,6.55E-03,-1.01E-02
9,5.00E+05,0.25,9,0.945453601,1.94E-02,1.32E-02,6.17E-03,-1.14E-02
9,5.00E+05,0.25,9.5,0.98619089,2.12E-02,1.55E-02,5.73E-03,-1.29E-02
9,5.00E+05,0.25,10,1.021996903,2.36E-02,1.84E-02,5.22E-03,-1.45E-02
9,5.00E+05,0.3,0,4.42E-11,1.06E-02,1.63E-03,8.92E-03,1.20E-11
9,5.00E+05,0.3,1,0.112433057,1.06E-02,1.72E-03,8.90E-03,-6.85E-04
9,5.00E+05,0.3,2,0.224582753,1.08E-02,2.02E-03,8.81E-03,-1.42E-03
9,5.00E+05,0.3,3,0.336156289,1.12E-02,2.54E-03,8.67E-03,-2.25E-03
9,5.00E+05,0.3,4,0.446774958,1.18E-02,3.30E-03,8.46E-03,-3.24E-03
9,5.00E+05,0.3,5,0.555963197,1.25E-02,4.35E-03,8.18E-03,-4.44E-03
9,5.00E+05,0.3,5.5,0.609797125,1.30E-02,5.01E-03,8.00E-03,-5.14E-03
9,5.00E+05,0.3,6,0.662964352,1.36E-02,5.78E-03,7.81E-03,-5.93E-03
9,5.00E+05,0.3,6.5,0.715293003,1.43E-02,6.68E-03,7.58E-03,-6.81E-03
9,5.00E+05,0.3,7,0.766548661,1.51E-02,7.74E-03,7.32E-03,-7.81E-03
9,5.00E+05,0.3,7.5,0.816412687,1.60E-02,9.00E-03,7.02E-03,-8.94E-03
9,5.00E+05,0.3,8,0.864383417,1.72E-02,1.05E-02,6.67E-03,-1.02E-02
9,5.00E+05,0.3,8.5,0.909613508,1.87E-02,1.24E-02,6.26E-03,-1.17E-02
9,5.00E+05,0.3,9,0.950528326,2.07E-02,1.49E-02,5.76E-03,-1.34E-02
9,5.00E+05,0.3,9.5,0.983999433,2.35E-02,1.83E-02,5.14E-03,-1.53E-02
9,5.00E+05,0.3,10,1.003067145,2.80E-02,2.36E-02,4.36E-03,-1.72E-02
9,5.00E+05,0.35,0,4.59E-11,1.06E-02,1.67E-03,8.89E-03,1.26E-11
9,5.00E+05,0.35,1,0.114464231,1.06E-02,1.77E-03,8.86E-03,-7.36E-04
9,5.00E+05,0.35,2,0.228643241,1.09E-02,2.08E-03,8.77E-03,-1.53E-03
9,5.00E+05,0.35,3,0.342236108,1.12E-02,2.62E-03,8.62E-03,-2.46E-03
9,5.00E+05,0.35,4,0.454839321,1.18E-02,3.41E-03,8.40E-03,-3.58E-03
9,5.00E+05,0.35,5,0.565917916,1.26E-02,4.53E-03,8.10E-03,-4.97E-03
9,5.00E+05,0.35,5.5,0.620611099,1.31E-02,5.24E-03,7.91E-03,-5.81E-03
9,5.00E+05,0.35,6,0.67452426,1.38E-02,6.08E-03,7.69E-03,-6.75E-03
9,5.00E+05,0.35,6.5,0.727390476,1.45E-02,7.08E-03,7.44E-03,-7.83E-03
9,5.00E+05,0.35,7,0.778805177,1.54E-02,8.31E-03,7.13E-03,-9.08E-03
9,5.00E+05,0.35,7.5,0.82805952,1.66E-02,9.86E-03,6.76E-03,-1.05E-02
9,5.00E+05,0.35,8,0.87372648,1.82E-02,1.19E-02,6.29E-03,-1.22E-02
9,5.00E+05,0.35,8.5,0.912706331,2.06E-02,1.49E-02,5.67E-03,-1.43E-02
9,5.00E+05,0.35,9,0.938011363,2.46E-02,1.98E-02,4.84E-03,-1.68E-02
9,5.00E+05,0.35,9.5,0.943215099,3.26E-02,2.88E-02,3.80E-03,-1.83E-02
9,5.00E+05,0.35,10,0.957627888,4.09E-02,3.76E-02,3.35E-03,-1.97E-02
9,5.00E+05,0.4,0,3.99E-11,1.06E-02,1.72E-03,8.85E-03,1.13E-11
9,5.00E+05,0.4,1,0.116976313,1.06E-02,1.83E-03,8.82E-03,-8.02E-04
9,5.00E+05,0.4,2,0.233669873,1.09E-02,2.15E-03,8.73E-03,-1.68E-03
9,5.00E+05,0.4,3,0.349768141,1.13E-02,2.71E-03,8.57E-03,-2.73E-03
9,5.00E+05,0.4,4,0.464841507,1.19E-02,3.56E-03,8.33E-03,-4.04E-03
9,5.00E+05,0.4,5,0.578247768,1.28E-02,4.76E-03,8.00E-03,-5.72E-03
9,5.00E+05,0.4,5.5,0.633952375,1.33E-02,5.55E-03,7.79E-03,-6.75E-03
9,5.00E+05,0.4,6,0.688614676,1.40E-02,6.51E-03,7.53E-03,-7.95E-03
9,5.00E+05,0.4,6.5,0.741669972,1.50E-02,7.74E-03,7.22E-03,-9.36E-03
9,5.00E+05,0.4,7,0.792036563,1.62E-02,9.38E-03,6.81E-03,-1.11E-02
9,5.00E+05,0.4,7.5,0.836725246,1.81E-02,1.19E-02,6.24E-03,-1.32E-02
9,5.00E+05,0.4,8,0.868955849,2.15E-02,1.61E-02,5.39E-03,-1.60E-02
9,5.00E+05,0.4,8.5,0.877674437,2.78E-02,2.35E-02,4.30E-03,-1.87E-02
9,5.00E+05,0.4,9,0.868154242,5.52E-02,5.23E-02,2.83E-03,-1.12E-02
9,5.00E+05,0.4,9.5,0.58438326,7.22E-02,6.83E-02,3.86E-03,2.21E-02
9,5.00E+05,0.4,10,0.61920761,7.26E-02,6.88E-02,3.80E-03,1.85E-02
9,5.00E+05,0.45,0,5.43E-11,1.06E-02,1.79E-03,8.81E-03,1.39E-11
9,5.00E+05,0.45,1,0.120073491,1.07E-02,1.90E-03,8.77E-03,-8.88E-04
9,5.00E+05,0.45,2,0.239873177,1.09E-02,2.24E-03,8.67E-03,-1.88E-03
9,5.00E+05,0.45,3,0.359082753,1.13E-02,2.84E-03,8.50E-03,-3.10E-03
9,5.00E+05,0.45,4,0.477231334,1.20E-02,3.75E-03,8.25E-03,-4.68E-03
9,5.00E+05,0.45,5,0.593452806,1.30E-02,5.08E-03,7.87E-03,-6.81E-03
9,5.00E+05,0.45,5.5,0.650173038,1.36E-02,6.02E-03,7.62E-03,-8.17E-03
9,5.00E+05,0.45,6,0.705196846,1.45E-02,7.24E-03,7.30E-03,-9.82E-03
9,5.00E+05,0.45,6.5,0.75569432,1.60E-02,9.18E-03,6.81E-03,-1.20E-02
9,5.00E+05,0.45,7,0.795677344,1.87E-02,1.27E-02,6.02E-03,-1.49E-02
9,5.00E+05,0.45,7.5,0.819833261,2.33E-02,1.83E-02,5.02E-03,-1.82E-02
9,5.00E+05,0.45,8,0.822218469,3.06E-02,2.66E-02,4.03E-03,-2.01E-02
9,5.00E+05,0.45,8.5,0.775864985,3.53E-02,3.14E-02,3.86E-03,-1.86E-02
9,5.00E+05,0.45,9,0.820972542,4.48E-02,4.14E-02,3.44E-03,-1.87E-02
9,5.00E+05,0.45,9.5,0.87220865,0.102006482,9.95E-02,2.53E-03,2.86E-02
9,5.00E+05,0.45,10,0.588258283,0.119820826,0.117222264,2.60E-03,5.40E-02
9,5.00E+05,0.5,0,5.96E-11,1.06E-02,1.87E-03,8.76E-03,1.44E-11
9,5.00E+05,0.5,1,0.123907065,1.07E-02,1.98E-03,8.72E-03,-1.00E-03
9,5.00E+05,0.5,2,0.247566911,1.10E-02,2.35E-03,8.61E-03,-2.15E-03
9,5.00E+05,0.5,3,0.370669213,1.14E-02,2.99E-03,8.43E-03,-3.62E-03
9,5.00E+05,0.5,4,0.492677938,1.21E-02,3.99E-03,8.14E-03,-5.62E-03
9,5.00E+05,0.5,5,0.612171706,1.33E-02,5.57E-03,7.70E-03,-8.50E-03
9,5.00E+05,0.5,5.5,0.668823385,1.43E-02,6.92E-03,7.34E-03,-1.06E-02
9,5.00E+05,0.5,6,0.717916572,1.61E-02,9.42E-03,6.72E-03,-1.35E-02
9,5.00E+05,0.5,6.5,0.755291674,1.94E-02,1.36E-02,5.86E-03,-1.70E-02
9,5.00E+05,0.5,7,0.776553471,2.46E-02,1.98E-02,4.85E-03,-2.03E-02
9,5.00E+05,0.5,7.5,0.778569062,3.23E-02,2.84E-02,3.94E-03,-2.13E-02
9,5.00E+05,0.5,8,0.778753403,4.34E-02,4.01E-02,3.32E-03,-1.74E-02
9,5.00E+05,0.5,8.5,0.546078034,7.01E-02,6.70E-02,3.08E-03,2.08E-02
9,5.00E+05,0.5,9,0.709863778,5.63E-02,5.27E-02,3.58E-03,-3.54E-03
9,5.00E+05,0.5,9.5,0.731628449,0.104426817,0.101665434,2.76E-03,4.30E-02
9,5.00E+05,0.5,10,0.556569192,9.08E-02,8.73E-02,3.57E-03,2.97E-02
9,5.00E+05,0.55,0,6.03E-11,1.07E-02,1.97E-03,8.70E-03,1.51E-11
9,5.00E+05,0.55,1,0.12871108,1.08E-02,2.09E-03,8.66E-03,-1.15E-03
9,5.00E+05,0.55,2,0.257231228,1.10E-02,2.49E-03,8.54E-03,-2.53E-03
9,5.00E+05,0.55,3,0.385287877,1.15E-02,3.20E-03,8.34E-03,-4.39E-03
9,5.00E+05,0.55,4,0.512194642,1.24E-02,4.34E-03,8.01E-03,-7.10E-03
9,5.00E+05,0.55,5,0.631832029,1.42E-02,6.84E-03,7.35E-03,-1.18E-02
9,5.00E+05,0.55,5.5,0.682644298,1.64E-02,9.60E-03,6.76E-03,-1.54E-02
9,5.00E+05,0.55,6,0.723417268,1.98E-02,1.39E-02,5.98E-03,-1.95E-02
9,5.00E+05,0.55,6.5,0.746856287,2.50E-02,2.00E-02,5.01E-03,-2.30E-02
9,5.00E+05,0.55,7,0.74675665,3.27E-02,2.86E-02,4.08E-03,-2.34E-02
9,5.00E+05,0.55,7.5,0.727022413,4.39E-02,4.05E-02,3.42E-03,-1.58E-02
9,5.00E+05,0.55,8,0.72585492,4.99E-02,4.64E-02,3.46E-03,-1.55E-02
9,5.00E+05,0.55,8.5,0.567369944,6.36E-02,5.99E-02,3.64E-03,9.93E-03
9,5.00E+05,0.55,9,0.593161758,9.01E-02,8.71E-02,2.98E-03,3.21E-02
9,5.00E+05,0.55,9.5,0.633200971,8.53E-02,8.19E-02,3.42E-03,2.02E-02
9,5.00E+05,0.55,10,0.580252996,9.91E-02,9.56E-02,3.48E-03,3.24E-02
9,5.00E+05,0.6,0,5.46E-11,1.07E-02,2.09E-03,8.63E-03,1.49E-11
9,5.00E+05,0.6,1,0.134849185,1.08E-02,2.23E-03,8.59E-03,-1.37E-03
9,5.00E+05,0.6,2,0.269645473,1.11E-02,2.67E-03,8.46E-03,-3.09E-03
9,5.00E+05,0.6,3,0.404214467,1.17E-02,3.48E-03,8.23E-03,-5.61E-03
9,5.00E+05,0.6,4,0.536660374,1.28E-02,5.02E-03,7.81E-03,-9.93E-03
9,5.00E+05,0.6,5,0.654986238,1.70E-02,1.01E-02,6.91E-03,-1.78E-02
9,5.00E+05,0.6,5.5,0.703080073,2.09E-02,1.47E-02,6.22E-03,-2.24E-02
9,5.00E+05,0.6,6,0.733683696,2.63E-02,2.10E-02,5.34E-03,-2.63E-02
9,5.00E+05,0.6,6.5,0.735112007,3.36E-02,2.92E-02,4.41E-03,-2.66E-02
9,5.00E+05,0.6,7,0.703766598,4.37E-02,3.99E-02,3.72E-03,-1.83E-02
9,5.00E+05,0.6,7.5,0.659358458,5.51E-02,5.17E-02,3.42E-03,-4.92E-03
9,5.00E+05,0.6,8,0.625715265,6.58E-02,6.24E-02,3.38E-03,6.34E-03
9,5.00E+05,0.6,8.5,0.603332363,7.65E-02,7.31E-02,3.41E-03,1.59E-02
9,5.00E+05,0.6,9,0.580838215,8.68E-02,8.33E-02,3.47E-03,2.40E-02
9,5.00E+05,0.6,9.5,0.565632559,9.70E-02,9.34E-02,3.54E-03,3.07E-02
9,5.00E+05,0.6,10,0.555855034,0.107130113,0.103503482,3.63E-03,3.62E-02
9,6.00E+05,0.05,0,3.89E-11,1.02E-02,1.46E-03,8.77E-03,1.03E-11
9,6.00E+05,0.05,1,0.107760687,1.03E-02,1.54E-03,8.75E-03,-5.43E-04
9,6.00E+05,0.05,2,0.215261424,1.05E-02,1.80E-03,8.68E-03,-1.11E-03
9,6.00E+05,0.05,3,0.322249248,1.08E-02,2.24E-03,8.56E-03,-1.72E-03
9,6.00E+05,0.05,4,0.428408875,1.13E-02,2.89E-03,8.40E-03,-2.42E-03
9,6.00E+05,0.05,5,0.533396516,1.19E-02,3.77E-03,8.18E-03,-3.21E-03
9,6.00E+05,0.05,5.5,0.585312674,1.24E-02,4.30E-03,8.05E-03,-3.66E-03
9,6.00E+05,0.05,6,0.636755294,1.28E-02,4.91E-03,7.91E-03,-4.14E-03
